Gene,Treatment1,Treatment2,Treatment3,Vector1,Vector2,Vector3,KO1,KO2,KO3,WT1,WT2,WT3
SYK,4.681212196,4.856921634,4.665485338,4.714251016,4.723535226,4.376859979,6.031289444,6.322547452,6.013056504,5.00979379,4.789995119,4.908474567
NIPSNAP3B,5.838169242,5.464683017,5.818384707,6.040305881,6.137037365,6.247546561,5.827552206,6.118184251,5.924323059,6.157855226,6.368863808,5.854726577
NFIL3,11.7470306,11.53356567,11.84185467,11.55243388,11.8377125,11.7307906,11.35398028,11.45606713,11.31749704,11.78123266,11.96135475,11.88633586
LETM2,7.447726951,7.541321844,7.451883492,7.542929225,7.60615256,7.581012027,7.604611815,7.565479618,7.544293489,8.010933623,7.835146623,7.987750571
METTL2B,10.79807524,10.99187186,10.86313868,11.17618724,11.40998662,11.26356997,11.35061946,11.42212336,11.34881165,11.0593411,11.22730525,11.1905501
TMEM71,7.963279336,8.132897074,7.785577429,8.66853697,8.868391594,8.759506031,8.364237844,8.47274889,8.226558979,9.08190165,9.214427134,8.924069824
MAMDC2,6.562642204,6.341954385,6.436778447,5.047136128,5.281396314,5.207410025,6.41290947,6.85581737,6.378876596,6.496206896,6.800143554,6.475896699
C8orf34,7.085568414,6.619128019,6.576399149,6.398799617,6.696127284,6.913467448,5.632184363,6.049537221,5.861095046,6.836721737,6.910539958,6.972825539
TMC1,5.916254229,4.994746859,5.659092966,5.562468967,5.341685838,5.536269924,5.047261317,4.915055833,5.25830385,5.564738608,5.616129341,5.798905103
KDM1B,10.24367259,10.0087047,9.806415565,10.41020614,10.62959715,10.50161418,9.753583915,9.966544071,9.626974906,9.888606001,9.989162389,9.760732322
HGSNAT,11.10939012,10.84783483,10.97681166,11.29696029,11.35726357,11.27734987,10.90125806,11.07944529,11.01848774,11.71505653,11.73467221,11.73555807
RASEF,7.291509742,7.191539224,7.149421355,7.951607453,7.970313458,7.668203121,7.649551151,8.018277088,7.61408329,7.608093576,7.366488701,7.498814516
GKAP1,7.968671534,8.144845469,7.931882828,7.515845517,7.473717868,7.236085598,8.008982149,7.768173861,7.751834601,7.246090848,7.389161856,7.228291589
RP11-213G2.3,7.054947792,7.259985105,7.24967209,6.836082114,6.905977454,6.927940338,7.01762125,7.188275946,6.951590515,6.955150422,6.753323505,6.727283545
SVEP1,11.70112007,10.93254704,11.17932896,10.5275566,11.16084207,10.9449075,11.16122245,11.28565903,11.13817711,11.4618666,11.42567779,11.47376237
TRPV6,6.143942614,5.882687158,7.297207806,6.171762586,6.240784878,6.363092619,5.57697855,5.192823915,5.317156118,5.14902447,4.881991607,5.124541726
C7orf34,6.370492226,5.769048772,6.653537176,6.626784029,6.713487444,6.448498043,5.23734106,5.815376403,5.646003196,5.300164938,5.026807914,5.237102171
ANKS6,10.97081528,11.29801091,10.92264598,10.94511511,10.84915576,10.91083369,11.5586297,11.59986955,11.47754823,10.9768989,11.08074057,11.08396402
TMEM246,11.24907545,11.15892005,11.12215041,11.78254699,11.69078273,11.69376395,11.80627527,11.73269568,11.77626413,11.66688806,11.69155008,11.84776815
ZHX1,11.32619745,11.20458316,11.08992941,11.13430576,11.09080023,11.09873377,10.59246822,10.58766593,10.66744189,11.41397071,11.13292249,11.28155486
DYNLT3,11.0843241,10.76105601,10.87408409,11.11364344,11.22036875,11.11032862,11.3353981,11.43944836,11.41431355,11.04322532,11.09212291,10.91658489
WBSCR27,9.41604593,9.667801958,9.690220779,9.215379522,9.163930415,9.09808772,9.722702454,9.711826108,9.639440516,9.043474947,9.401887565,9.324145418
MID1IP1,13.2696123,12.80073801,13.22899557,13.16464878,13.32222142,13.28825887,12.9646447,12.87423024,12.74941127,12.60690256,12.91848275,12.75880916
C9orf84,5.173436998,5.985872888,5.600077601,5.37152372,4.865967513,4.860756096,4.376859979,4.688784496,4.714449674,5.189747011,4.959159056,4.684941522
KIAA1958,9.081917213,9.210977191,9.028264957,8.279333255,8.524598197,8.57494904,9.278314611,9.41669138,9.140054977,8.573900992,8.765216169,8.464431765
PIGA,9.18916498,9.289886895,9.069237217,9.438476359,9.424268673,9.322262667,8.857625879,9.009948956,9.011583425,8.795099899,8.589571266,8.468324366
STRBP,9.896924315,10.40937676,9.807759923,9.365386284,9.076312472,9.200122653,9.271214304,9.412565385,9.31092388,8.369726913,8.472138544,8.199729213
GAPVD1,11.92732701,12.00950564,11.76577312,11.71508066,11.7266343,11.60038035,11.9608435,12.05277223,12.0291439,11.86219802,11.78603489,11.79120607
C9orf89,11.93007465,11.4790644,11.9977372,11.82310859,11.89454677,11.94967175,12.54797668,12.56398689,12.38805392,12.03861035,12.42000519,12.38562535
ATP7A,9.683804041,8.900599157,9.380779097,9.627441129,9.718821651,9.415020037,8.984689447,9.063593755,9.236258223,9.731889632,9.512849266,9.601958084
NLGN4Y,8.281518399,7.712567521,7.936839292,9.572226068,9.949249654,9.796440153,8.87178972,8.44060707,8.859870062,8.882747975,8.182473774,8.889704703
NDUFB6,11.51966148,11.64305249,11.64505781,11.26452541,11.20424227,11.19116875,11.10648094,11.00610143,11.06232773,11.02879941,11.01647961,11.05652303
NOL6,12.22788241,12.7016441,12.16302507,12.49476353,12.35982493,12.4260885,12.80315217,12.73817784,12.82770041,12.00975807,12.09464305,12.12159085
VCP,15.15790961,15.22462103,15.1828767,15.11162983,14.93860062,15.00305378,15.37068513,15.33976451,15.3845137,14.82786727,14.89908957,14.92293134
PIGO,12.02308664,11.93104288,11.90473655,11.39745076,11.38744108,11.46123016,11.35649577,11.26351361,11.43351709,11.55346152,11.58118097,11.78266349
STOML2,12.85821573,13.19292304,13.13122912,12.9993192,12.75299682,12.9505137,12.98131011,12.93135049,12.98137489,12.49997704,12.74782449,12.79362377
BRWD3,10.05763318,9.703079547,9.856639582,10.15099005,10.37181768,10.14812367,9.91252853,10.07358341,9.982103919,10.40053338,10.18477037,10.10284959
SLITRK5,7.690099827,6.981427779,7.956494205,8.967804632,9.010290715,9.088727321,7.874037893,7.874763388,7.605546224,8.866060553,9.178528438,9.01985009
MELK,11.67842228,12.18233328,11.53821396,11.97032215,11.68181122,11.76199849,11.94866948,12.0290712,12.05765751,11.47084483,11.46866599,11.42469251
OTUD1,8.90577472,8.5256037,8.925385055,8.910675593,9.163930415,9.034502753,8.809378544,8.733576937,8.741326399,9.13507521,9.139515867,9.205846499
ARHGAP12,10.8417796,10.73704885,10.56876723,10.83221157,10.90736703,10.83272475,10.39123918,10.4932164,10.2880657,10.93857826,10.86480395,10.75446508
HECTD2,8.963339799,9.180474649,8.773811241,9.593713798,9.571074515,9.557459509,8.93160277,9.135486287,9.216970521,9.289997522,9.146091862,8.915555265
FBXO33,10.16885695,10.35413457,9.938689031,10.46250681,10.41704944,10.39566507,10.60521764,10.6598801,10.57209195,10.54815871,10.57387286,10.51945576
DDX26B,8.570196705,8.316543789,8.41565237,8.46857,8.552745176,8.583873579,8.330378236,8.361248604,8.264760861,8.80389021,8.829323818,8.674361157
LRFN5,4.681212196,4.769427317,4.376859979,5.124611752,4.723535226,4.968144176,6.851288162,6.843210679,6.55622016,6.127581448,6.234045883,6.22442827
SPTSSA,11.18149963,11.11780632,11.14039671,11.25915997,11.25920398,11.24475579,11.33879453,11.33114099,11.32972026,11.33030476,11.30468179,11.23449388
WRN,9.545418104,9.796490922,9.33673667,9.957452507,9.975409771,9.865605259,10.13988091,10.2480219,10.0629676,9.950176702,9.738345438,9.710819735
8-Mar,11.73097002,11.54107911,11.57181807,11.54638979,11.47130161,11.48873405,11.00109961,11.03521779,10.99525018,11.35140012,11.42072097,11.46067715
CFL2,13.01476201,13.15682381,12.94748153,13.60522462,13.56368906,13.52236283,12.91687378,12.95049129,12.94524765,13.20106675,13.20800889,13.01481279
SUGT1,11.04430466,11.28956041,11.12538717,11.35092054,11.10429352,11.18679454,11.50446478,11.46156445,11.44539076,11.06528139,10.99116806,11.01535189
GTF2A1,11.54318327,11.61911462,11.50131911,11.35909406,11.36123575,11.28555507,11.66121535,11.77304645,11.72458239,11.70806442,11.4621015,11.47279716
ZCCHC24,12.22116773,11.6503655,12.03464159,12.53138732,12.54524141,12.55978891,12.34001208,12.33594855,12.36760835,12.51190349,12.58194816,12.61377422
PGM2L1,9.752200958,9.396550497,9.430515107,10.58229779,10.78751224,10.65728234,10.45210262,10.5562422,10.57533794,10.33167567,10.21007057,10.12145132
INPPL1,13.67281619,13.42716326,13.61219483,13.7297272,13.86173818,13.82758469,14.19615611,14.23652039,14.08838934,13.77103753,13.91084271,13.90741748
GJB2,5.052484128,4.856921634,4.665485338,5.37152372,5.281396314,5.058059178,10.06595986,9.7482859,9.983733875,8.42498985,8.779398056,8.720742889
CRYL1,9.295385187,9.097186121,9.321751293,9.770145224,10.0511568,10.01130219,9.964041739,10.11223601,9.704161331,9.383752836,9.762779537,9.507019747
SKA3,9.941198702,10.70395852,9.827776228,10.00952601,9.781457365,9.843534961,10.19152752,10.2282169,10.26144081,9.687525468,9.719376925,9.695999134
MICU2,10.88632242,11.06196986,10.77107289,10.87756366,10.69296218,10.73024004,11.14579285,11.26808406,11.18354568,10.9007458,10.83394873,10.79055056
C11orf82,9.871409008,10.60991156,9.60771697,9.922227589,9.651176326,9.896304066,10.53439939,10.61752431,10.62630411,10.03367576,9.877781793,9.908028562
PCF11,11.12566228,11.03508327,10.87023049,10.84569909,10.91639463,10.77366828,10.59104464,10.67974303,10.71236123,11.1775355,11.17581284,11.00537356
PKNOX2,7.545386192,6.218206411,7.5462634,8.241569315,8.491045937,8.299411616,7.604611815,7.793983976,7.562067734,9.877217657,10.06276826,10.16394414
RPL36AL,12.87577995,13.02720336,13.04612624,13.13144988,12.94121444,13.04012327,13.19243538,13.0988021,13.19722045,12.86087213,12.97228917,12.97344395
DNAAF2,9.682174137,9.821398928,9.563827278,10.09635973,10.15246035,10.07897635,10.49536078,10.38163668,10.44536317,9.977581376,9.87382875,9.962700465
C10orf10,9.306012072,8.218281354,9.571763435,6.498694934,6.713487444,6.604042913,6.890048691,7.587849833,7.311342962,8.827789837,9.237187454,8.909850742
MAGEC3,7.22923993,7.252544474,7.1319837,6.950374966,6.54839125,6.448498043,5.954088144,6.303559642,6.335901035,6.271982439,6.216121909,6.523905484
C10orf25,8.092313142,8.140873775,7.966220755,7.984716125,7.920576233,7.827943423,7.920456797,8.001800439,7.74409254,8.287332669,8.39307326,8.325364442
ZNF22,9.469953329,9.730955612,9.485329344,9.345252331,9.232113513,9.265259371,9.035885699,9.191966413,9.043228855,9.47590058,9.407369901,9.219737334
KLHDC2,11.17514381,11.04357236,11.07438254,11.39806113,11.50280777,11.4690563,11.23962622,11.32237835,11.16858082,11.42538423,11.51971213,11.5160735
EML5,9.000474598,8.930710385,8.814570146,8.514475561,8.557383084,8.347427822,8.34401837,8.192804324,8.301968409,8.483687111,8.191010665,8.171307659
RPUSD4,10.43575785,10.82462496,10.48640309,10.48221654,10.33592865,10.3637224,10.6164566,10.58400436,10.58610544,10.18323374,10.21528602,10.28438843
ARF6,13.33274793,13.36565953,13.30327383,13.78478838,13.76399063,13.83435837,13.7246465,13.6144877,13.67026637,13.34068877,13.49208791,13.61349149
TTC8,10.65342588,10.48301223,10.50971197,10.59086672,10.49866594,10.47793797,10.49688197,10.38584907,10.42030981,10.63920546,10.61785367,10.6575455
KBTBD6,9.076959949,9.093097145,8.917925009,9.616985908,9.584737943,9.57543001,9.457873406,9.546613788,9.472964901,9.62327522,9.497511473,9.535053865
DRGX,9.036674492,9.264667251,8.947535675,9.013205148,8.562006039,8.763436681,7.956530542,7.701512477,7.919146083,8.169523572,8.305462196,8.263926553
NUDT5,10.39257459,10.58395495,10.39993965,10.42585701,10.16766525,10.34027749,10.80016137,10.86765129,10.80190827,10.20160943,10.27144438,10.1398161
DACT1,12.15694273,11.19127414,12.21762273,11.26452541,11.23126161,11.39767478,11.3113965,11.19496131,11.34120539,11.29962311,11.17581284,11.33086251
BEND7,7.968671534,8.262789334,7.717939136,6.74353414,6.696127284,6.853981988,7.638449755,7.781137675,7.841583069,7.31018086,7.296173469,7.25600188
ATP5C1,11.97467111,12.12873942,12.08427245,12.07936931,11.90592174,12.01527839,11.51426063,11.37470298,11.41250004,11.54171081,11.63703231,11.5286679
PRPF18,8.150332016,8.33402218,8.113437021,8.180132989,8.064859409,8.064015112,8.423237145,8.16843931,8.280825649,7.960488191,7.919984249,7.987750571
TAF3,9.421919194,9.61606159,9.440952956,9.209821367,9.037064193,8.974768873,9.815870131,9.646591941,9.903339368,9.366076794,9.195533546,9.351735761
VSTM4,11.82807433,11.14616664,11.78942996,12.25439131,12.42230953,12.34662638,11.68275737,11.66152805,11.59519854,12.3707171,12.47189779,12.48781622
VDAC2,12.93784353,13.1430657,12.84339629,13.0586206,12.96772533,12.99851189,12.90202764,12.86181179,12.91054985,12.42093521,12.57527255,12.44564142
COMTD1,9.881385371,9.8201637,10.04737462,9.450305341,9.577922428,9.597582405,8.712988614,8.779218127,8.741326399,9.061901462,9.407369901,9.215121937
SLC18A2,7.690099827,7.760140294,7.911882357,8.017072158,7.913326749,7.85783931,8.377560524,8.343965893,8.573565673,8.242664792,7.813120698,7.83872197
PDZD8,11.43175523,11.63148518,11.06148534,11.36971311,11.35593707,11.32191159,11.93358685,11.90947619,12.00447625,11.54825079,11.43688035,11.48050086
ZNF503,10.91504018,10.6748807,10.71845749,11.18682362,11.21745004,11.20997188,11.34302886,11.4076978,11.22408842,10.7669511,10.82032475,10.83705165
DACH1,5.368517323,5.720041266,5.600077601,5.257798405,5.281396314,5.207410025,5.827552206,6.359686887,6.013056504,5.366163675,5.552652938,4.811733156
QSOX2,12.44369667,12.47173188,12.27242063,12.60619052,12.63410098,12.59625063,13.14351145,13.18515607,13.1083446,12.57795166,12.74368078,12.64645569
FAM204A,10.93911093,11.20600187,10.99638966,11.01363249,10.83112871,10.92403443,10.79151115,10.77995921,10.81935186,10.70975304,10.70272799,10.71582258
NSD1,11.83395461,11.78301812,11.62918508,11.44370983,11.42587753,11.42144959,11.18028021,11.18048743,11.31426311,11.81931227,11.58279557,11.76187351
ENOX2,10.12154935,10.13922734,10.02559021,10.98141074,11.15932197,11.08860894,10.58390556,10.6004087,10.6242161,10.16632287,10.045302,10.19354722
GHITM,13.79954521,14.05714506,13.72066966,13.52339461,13.292196,13.35686359,13.81307064,13.8209378,13.78462141,13.48154264,13.57817693,13.47876169
SNAPC4,10.4123638,10.612767,10.53913738,10.58229779,10.81384008,10.72119359,10.96638678,11.04723366,10.96752065,10.7386356,10.78288395,10.71255515
PMPCA,11.97300674,12.29593436,12.04863165,11.74896898,11.5752724,11.72023611,12.11438004,12.10255992,12.08143968,11.42325107,11.59844396,11.57347869
SDCCAG3,11.9124681,12.19214927,11.90001983,11.97319219,11.82530532,11.95225103,12.39488058,12.37619408,12.29597386,11.79367096,11.93283644,11.9014788
FRMD7,6.730145087,6.168421898,6.42195067,5.827297551,6.023554669,6.247546561,5.871331532,5.660100201,5.794065534,6.376536092,6.26913476,6.426037081
C9orf9,8.989962157,8.686444488,8.833202298,8.139614614,8.282596875,8.32628599,7.845440512,7.609870531,7.489582242,7.991742507,8.014564935,8.2183675
TSC1,11.2391387,11.32828983,11.08328698,10.75996807,10.81769994,10.67820992,11.17743755,11.30302245,11.24121833,11.05107547,11.01109297,10.95095765
HPRT1,11.49714012,11.7241689,11.46345581,11.25444878,11.05609584,11.06655721,11.05784719,11.15356878,11.17928582,10.87859906,10.85280865,10.7312426
LOH12CR1,8.801387873,8.659013785,8.814570146,9.07261349,9.037064193,9.10429432,9.040070909,9.17012875,8.936042148,8.653918269,8.895907229,8.733724159
ZMYND19,11.47332,11.72943979,11.45875917,11.48681098,11.40934733,11.51862677,12.13893995,12.09099881,12.13300751,11.41933204,11.69677841,11.5882601
STOX1,5.410850215,5.464683017,5.184009662,4.852928109,4.376859979,4.860756096,5.23734106,4.915055833,5.125044389,4.636978873,4.959159056,4.989579153
RET,5.323991366,4.930347725,5.018032949,5.124611752,4.723535226,5.207410025,5.518484855,6.07286084,5.518920471,5.484800612,6.141690506,5.540521389
DDX21,12.78858035,13.32793589,12.53850882,13.25552225,13.20500832,13.16656075,13.38747675,13.44686761,13.47529411,12.93685339,12.97167312,12.81909931
BMS1,12.08695743,12.34290001,11.9897682,12.07135586,11.87569544,11.8804874,12.52691612,12.52919014,12.56553869,11.98899623,11.92681025,12.05446908
STK32C,10.39754741,9.878291944,10.41324431,10.40414105,10.40939549,10.55350582,9.773809911,9.793393732,9.484528709,9.839304764,10.09820821,10.13616181
KIAA1462,7.879842323,7.060813801,7.465760868,10.13496372,10.29635948,10.23544549,9.617506155,9.677860759,9.571674996,9.862592029,9.728162661,10.04685756
FUNDC2,10.97281549,11.15500792,11.15736138,10.80944826,10.58046077,10.72421538,10.74106063,10.69679555,10.76921243,10.48410211,10.42157643,10.59237662
TMEM55B,11.63782097,11.73665596,11.7079377,11.80573308,11.70126651,11.82292898,12.28737487,12.26284186,12.2021693,11.61549934,11.76911638,11.76936102
METTL17,10.49449239,10.66803356,10.6638497,10.56282947,10.58273094,10.59371534,10.44423952,10.37952586,10.41910587,10.40774537,10.40250019,10.38429175
SLC39A2,5.838169242,5.285273488,6.19377301,6.356554606,6.624325223,6.509025502,4.376859979,4.688784496,4.958960868,6.563033651,6.519483476,6.523905484
NDRG2,7.728861995,7.086287399,7.796543047,8.627375129,8.783930154,8.739689764,8.059570228,8.258895108,7.656010655,8.131498378,8.47563078,8.268403596
ARHGEF40,13.44073168,13.12430665,13.38058864,13.97668427,13.87070561,14.00358183,14.01404237,13.95177607,13.9539711,13.97568625,13.98491004,14.17347523
NSMF,12.04416434,12.26337394,11.97788077,11.95256549,11.95361794,12.03771547,12.55966677,12.56653993,12.33829782,11.87889783,12.19938975,12.19277916
ZNF219,10.9513355,10.45941133,11.10858522,11.67736326,11.39972379,11.57550078,11.5724001,11.58208547,11.42154487,11.0473866,11.28497957,11.32070579
CASP7,10.47862433,10.15498704,10.33617464,10.62464223,10.65139019,10.61232038,10.64142855,10.72782083,10.65930767,10.74263339,10.92269076,10.90732641
METTL3,10.16419543,10.64659845,10.02096177,10.45548562,10.40939549,10.42320098,10.6861168,10.70271661,10.67250257,10.08046522,10.05580713,10.21910445
ZFYVE1,12.70000101,12.49086787,12.61686658,12.10052341,12.12537848,12.13438629,12.3281001,12.31953062,12.30479929,12.26232677,12.29384304,12.37248883
HSPA12A,10.6231794,10.24700972,10.40527626,8.74363437,8.815220943,8.723637463,10.21019595,10.4211661,10.11743442,9.550820126,9.775549437,9.628220377
FRAT1,8.17848026,7.998800406,8.202395186,8.284647586,8.337623418,8.363081702,8.295697836,8.299823118,8.093318686,8.433523868,8.503266455,8.54403519
UBTD1,11.34998936,11.30420607,11.42062516,11.52475435,11.40678732,11.5249938,11.8628084,11.97872641,11.78470057,11.16397227,11.50658739,11.52634389
E2F7,12.18654304,12.45691358,12.02022477,12.27414195,12.3720154,12.31957968,12.69401793,12.80377999,12.70343183,12.37366585,12.14496451,12.13964394
ARHGAP42,9.14722023,8.731906369,8.685722061,8.879485768,9.388354299,9.284512369,8.13223757,8.343965893,8.488628552,9.119328481,8.993984454,8.895489587
ISCA2,9.486860789,9.688259689,9.662250397,9.480613568,9.451871885,9.46408186,9.213114537,9.10511405,9.10450452,9.14547809,9.345884622,9.097157404
OTOGL,7.400254015,7.259985105,7.166641755,6.312853824,5.962444545,5.946902214,6.204843408,6.095736717,6.357570787,6.29894613,6.251714133,6.030862394
GYLTL1B,4.902086206,4.654873811,4.665485338,5.423137148,5.897916076,5.779467143,5.518484855,5.247560528,5.317156118,5.14902447,5.026807914,5.124541726
PACSIN3,12.30081376,12.30963555,12.51422913,12.86250546,12.74085278,12.77636648,12.34339751,12.27708255,12.23708299,12.00572458,12.30146239,12.33580051
TTC7B,9.382303881,9.677385058,9.366247465,9.733838301,9.828146227,9.843534961,9.554590514,9.559730327,9.468313255,8.955532651,8.787840453,8.974124521
SLC39A13,12.30980816,12.05114456,12.47776458,12.58463663,12.75047523,12.78193522,12.10393888,12.10543578,11.96419163,11.97983323,12.1531381,12.20125359
PSMC3,13.72941272,14.08014797,13.94231379,14.0825166,13.7339266,13.92807079,13.77972365,13.62821707,13.76106343,13.17277815,13.33078724,13.45476593
MOAP1,9.887055298,9.838581882,9.776517912,10.20502191,10.26418617,10.3043795,10.24320185,10.32682139,10.2356835,9.61207444,9.739794264,9.694342952
IFI27L1,10.01166268,9.728323862,10.3765834,10.03172969,10.1026982,10.11473249,9.464112272,9.41669138,9.425758181,9.49635349,9.788207172,9.818127216
CLMN,7.885559788,7.940499988,7.891596434,6.880077964,7.164075821,6.622247948,6.567699598,7.127910388,6.852092821,7.566977846,8.249381724,7.59535918
CACNB2,6.243400401,5.694659349,5.93539622,6.398799617,6.508706319,6.8075862,5.389252859,5.298695117,5.194676484,5.512199181,5.732260992,5.463879564
PTPLA,10.21803884,10.47047317,10.3108058,10.0659446,10.01293907,10.07266634,9.285380066,9.218214558,9.260682856,9.891696359,9.923116928,9.917995407
SMCO4,8.111916106,7.903397687,8.018560147,7.421598756,7.522459505,7.581012027,8.975976678,8.788812486,8.577899658,7.870819172,8.071217202,7.903688986
KIAA1731,9.8130372,10.03980957,9.601528288,9.324832821,9.266445031,9.225963135,9.870889065,9.941002065,9.955770806,10.03367576,9.797975783,9.858612899
TAF1D,11.81401184,12.15321364,11.89307397,11.38887828,11.63555063,11.43994626,11.89891928,11.98290269,11.92359879,11.68124048,11.60640341,11.36767675
ABTB2,11.28922229,11.3953198,11.19994394,11.82991014,11.92214571,11.85314579,12.04797718,11.92872748,11.96872366,11.6133179,11.62963112,11.7869411
AMOTL1,12.37099339,12.18185274,12.12445569,12.74627801,12.80228119,12.78868567,12.73808849,12.79172947,12.70170042,12.84103493,12.8243747,12.9113948
HTRA1,15.07960746,13.92692399,14.98102492,14.98719956,15.17897852,15.20277412,14.31375382,14.42806673,14.1759729,15.07873766,15.39972794,15.21704299
TCP11L2,9.229921683,8.645099282,9.030572075,8.941202952,9.185025872,8.984898436,8.615286056,8.627033197,8.607876314,9.303991853,9.293549092,9.168135094
PASD1,5.173436998,4.769427317,4.376859979,4.376859979,5.144816917,5.058059178,4.376859979,5.298695117,5.25830385,4.376859979,4.376859979,4.376859979
SPRED1,11.36377357,11.28061134,11.10913029,11.99150738,11.96192492,11.96592986,12.52803227,12.48742221,12.61052417,12.53167439,12.31585349,12.41556879
GPR176,13.29101051,13.42594636,13.1601831,13.62595422,13.75483574,13.75471838,13.40236319,13.43650078,13.35046442,13.60375075,13.81407255,13.68545104
JAM3,12.20849286,12.05088144,12.10491392,12.17363808,12.09787011,12.18825822,12.67734769,12.71702384,12.64516881,12.28227509,12.33442171,12.37997328
hsa-mir-7162,5.489941357,6.151366501,6.041532022,7.08096344,7.188628986,7.325227627,6.870807066,7.021029781,7.018459041,6.425749773,5.99923825,6.539522556
GLB1L3,6.592076501,6.935248683,6.480264058,6.040305881,5.500782048,5.977608526,7.068851463,6.71019039,7.166789249,6.541136254,6.286315456,6.713747665
ADAMTS15,9.871409008,8.537710045,9.458182994,8.907243294,9.288886069,9.308893771,7.604611815,7.587849833,7.279293656,10.15608031,10.35698232,10.48539858
GPT2,11.31467848,11.4236428,11.44845856,11.05988314,11.08920445,11.0164944,11.20933095,11.18230462,11.13378093,11.14035828,11.25440583,11.15909301
RAB8B,11.53823939,11.51880095,11.31024048,12.22304377,12.27604512,12.075667,11.68676093,11.80484822,11.71823471,11.92661336,11.87339117,11.76029222
IKBIP,12.54395942,12.4895094,12.528357,12.59025567,12.54901897,12.57102031,12.57954042,12.7512943,12.69375884,12.70220149,12.73753341,12.67485048
RPUSD2,9.736581957,9.934166433,9.666703032,9.829298994,9.789344641,9.854612356,10.13988091,10.08399252,9.985361989,9.565089389,9.654794178,9.834758905
HIF1AN,12.25168988,12.3533932,12.1776491,12.3346937,12.2290003,12.29980072,12.38915914,12.4076012,12.34655231,12.07235213,12.15205096,12.18955165
NDUFB8,9.427768601,9.508183793,9.799674904,8.993923042,8.838249716,8.90890237,8.749257732,8.832757843,8.915665068,8.955532651,8.989114335,8.866329456
SPINT1,7.516053504,6.827771174,7.358166912,5.953815008,6.109659241,6.065155875,7.369042641,7.645824597,6.992102732,6.230411117,6.319985933,6.007286071
FBN1,15.25104935,13.9093252,14.85833944,15.82738082,16.34511012,16.22551408,13.81596739,13.78152433,13.79509829,15.65770865,15.48667643,15.57685126
TPTE,7.772782319,7.898691058,7.774526311,6.759408481,6.950105215,6.709696251,6.982372273,7.127910388,6.776259273,7.129850716,6.867456051,6.86780685
CKB,13.10156175,12.63035376,13.16805115,13.06382276,13.17485956,13.23470822,13.45924913,13.41218987,13.3102882,12.68627976,13.02386365,12.95057379
TRMT61A,11.0373131,11.63990696,11.21875401,11.02395145,10.83684584,10.93450872,11.3044649,11.06441509,11.31943392,10.48955018,10.60360707,10.79904757
POLL,10.25577295,10.28510205,10.29938588,9.995069464,10.05279568,10.06632859,10.35646835,10.31250909,10.26948003,9.770458263,10.1327978,10.02726124
DPCD,11.06257616,10.93767993,11.19892016,11.01602035,10.83969593,10.95093901,10.71907298,10.72033534,10.79635565,10.60949065,10.78779257,10.81589286
LARP6,12.22116773,11.94158414,12.26656948,12.59665075,12.67828485,12.71288786,12.98970621,13.04987876,12.86420215,12.1714178,12.42631378,12.3424208
API5,12.36770367,12.61031604,12.15776607,12.79829772,12.6668303,12.72274062,12.29919069,12.36049785,12.3379794,12.27913329,12.14823951,12.08194689
ZNF319,10.42020406,10.81721725,10.39547735,10.25440719,10.31696181,10.21123652,10.63453516,10.6013146,10.55794095,10.2376728,10.23184982,10.34578994
NOLC1,12.28962504,12.95844856,12.07118496,12.72867451,12.6697692,12.63181349,12.95388799,13.05286141,12.97953882,12.27322391,12.37389015,12.19365814
ALKBH3,10.39456578,10.60202982,10.52694967,10.90530858,10.72517251,10.7687986,10.38303614,10.34532565,10.34623283,10.19245086,10.32838808,10.39757901
SGPL1,11.13164272,11.07703774,11.05584169,11.56933223,11.68814984,11.62968027,12.24727486,12.24295596,12.27815936,11.79751889,11.75558041,11.82525749
FRS2,10.27751678,10.21353852,10.06096549,10.45665819,10.55525017,10.5489681,10.12618347,10.33555886,10.22055832,10.70741725,10.63818676,10.53526294
CCT2,13.78007038,14.28788214,13.79648029,13.89418218,13.40455714,13.59829193,14.10797091,14.07605202,14.19455852,13.52694788,13.51457243,13.51788846
PCBD1,10.41334616,10.84662253,10.44381931,10.29430757,10.21527062,10.27032441,10.7474643,10.73113528,10.76068374,9.568956599,9.772721445,9.763893888
ARIH1,11.29029198,11.17542922,11.05074345,11.74465625,11.79528108,11.73778426,11.75825647,11.9748875,11.79772664,11.71824995,11.74336066,11.69888178
CLMP,14.1172657,13.7015967,13.77147795,14.19092026,14.42617247,14.34814435,13.70520717,13.69454559,13.64937456,14.10551526,14.08755931,14.19916059
SCN3B,5.597343181,5.586366508,5.434739278,5.047136128,4.865967513,4.968144176,6.63871541,6.85581737,6.679211052,6.048388034,5.88570077,5.798905103
COX11,11.81103376,11.96327747,11.78568448,11.84386588,11.68498401,11.80306218,11.68742712,11.62947505,11.67401082,11.40930804,11.51252948,11.49958204
ZNF202,10.09485291,10.32917579,10.12598477,9.969005418,9.940423035,9.88013324,10.50446394,10.51164426,10.45361849,10.18155156,10.1815764,10.08147333
FAM227B,7.643491655,7.360183912,7.513279139,7.654623297,8.183898292,7.908688759,8.116406199,8.143651262,8.062630237,7.904084271,8.173885541,7.73857448
CUL5,11.53958941,11.55895328,11.3632935,11.26653231,11.3671736,11.22640352,11.63934675,11.74176056,11.69355691,11.75206926,11.60083641,11.50855793
