Gene,Treatment1,Treatment2,Treatment3,Vector1,Vector2,Vector3,KO1,KO2,KO3,WT1,WT2,WT3
ETV7,7.095625724,7.207043836,7.241589084,6.244312742,6.336514305,6.271523491,5.389252859,5.55433843,5.563133241,5.998204835,6.490733336,6.142195778
METTL13,11.57776211,11.72713614,11.57970498,11.79789155,11.6046098,11.70502305,11.77151182,11.82553728,11.82978632,11.4923708,11.64671322,11.64463104
ZNF207,12.66207947,12.92811236,12.6748966,12.65347678,12.45550994,12.53448083,12.79018601,12.89080884,12.9393824,12.57170597,12.49308798,12.50562153
UQCRC1,14.63528401,14.83766886,14.84629445,14.32003951,14.19109046,14.31529473,14.94529829,14.90588754,14.87500294,14.32262215,14.59570561,14.61416801
STARD3NL,11.87588458,12.08751631,11.89528764,12.48042613,12.3314234,12.41709216,12.58240846,12.58931627,12.58900979,12.22321871,12.3117216,12.21603722
IFFO1,11.26766015,10.86350277,11.43417404,11.71703873,11.91765733,11.81916586,11.32943504,11.21403664,11.22959216,11.66237348,11.8182604,11.84814037
STAB1,5.451253521,5.397297799,5.359264791,5.423137148,5.065328529,5.058059178,5.827552206,6.025744971,5.893151881,6.363930159,6.122349612,6.523905484
FUZ,10.31374501,10.16960692,10.45929473,10.52867203,10.35065809,10.53412111,10.30529459,10.22469349,10.33350807,10.47863337,10.65363482,10.68447896
SLC6A13,5.173436998,5.244254298,5.397812328,5.37152372,5.281396314,5.27196984,5.23734106,4.915055833,5.194676484,4.955407227,4.376859979,4.908474567
ZNF200,9.061984818,9.197711811,8.895309706,9.164565963,9.190996776,9.268025616,9.451607397,9.731827538,9.569505093,9.388138148,9.243332851,9.319853425
CD4,7.616151047,6.28161078,7.409407712,5.604742913,5.99340018,5.665061415,5.781961061,5.626071406,5.861095046,6.449665656,6.641566096,6.643923283
LRRC23,9.312350751,8.811274414,9.449593742,9.220916294,9.429326952,9.377094614,9.09742001,9.29420353,8.891520841,9.425594957,9.799365909,9.645466326
HFE,11.19126751,10.73246166,11.18399308,10.9797806,10.92804667,10.91700908,10.44738991,10.50003304,10.34749915,11.09863719,11.30076281,11.22018593
SCMH1,11.00640151,11.00170791,10.9786025,11.01044251,11.07637428,11.11109831,10.75891974,10.74759425,10.76637514,11.04600084,11.07099445,11.14158577
FYN,13.26322578,12.84496361,13.12934968,13.61851012,13.79209294,13.75496461,13.89148071,13.85920843,13.90311241,13.6046138,13.6572155,13.71738035
HIVEP2,11.33710767,11.08219727,11.08992941,11.92741772,12.14278941,12.10261904,12.16834765,12.26141003,12.3379794,12.12163931,11.86810436,12.09109591
TCEB3,12.14516693,12.40947209,12.0012649,12.56547518,12.45550994,12.51047199,12.79791799,12.79311744,12.90152796,12.41253665,12.47167995,12.47485894
LYPLA2,12.35088527,12.38086798,12.49746575,12.21093691,12.07265596,12.16953865,12.41110363,12.38542533,12.39296709,11.87135467,12.02894563,12.07050817
CLCN6,10.76228669,10.62837166,10.78614954,10.94928591,11.0454373,10.90551938,10.44108224,10.52983961,10.43587029,10.98800692,11.01707689,10.84677085
MRC2,14.37112042,13.43776758,14.1579645,14.81855665,15.29858456,15.19508195,14.60129273,14.57839967,14.40648239,14.98447459,15.08580252,15.13990812
SLC6A7,6.281044772,6.151366501,6.522336073,6.012181088,5.99340018,6.363092619,5.23734106,5.55433843,5.722629906,6.401379759,6.415931448,6.614929949
TSPAN9,9.258655454,7.77564923,8.790253851,9.15591981,9.356841103,9.422486716,10.91952031,11.06638445,10.88447571,11.4825019,11.77654265,11.85963173
MKS1,9.675636022,9.800254678,9.730475214,9.277801615,9.179030089,9.29810854,9.360894041,9.46330965,9.169023749,9.266366995,9.379747079,9.324145418
KAL1,5.173436998,4.994746859,4.784362904,4.376859979,4.376859979,4.376859979,5.148717883,5.192823915,4.853207168,4.955407227,5.288571121,4.811733156
AKAP8L,11.70794039,11.85260182,11.70829747,11.501654,11.67756995,11.56598902,11.97891404,12.03108924,11.80649924,11.41933204,11.46254006,11.48816365
UTP18,12.13864903,12.5527573,12.10163107,12.19029535,11.97710314,12.03852483,12.31307046,12.31263428,12.284783,11.76363687,11.89402166,11.80584332
RNF216,12.45064989,12.32582004,12.42423867,12.82645748,12.95814128,12.91635714,12.6396365,12.60948948,12.6163126,12.79640851,12.8781253,12.90711411
TTC19,11.25675699,11.2824056,11.12969157,11.33443322,11.37636193,11.40019592,10.94871198,11.00746879,10.90267798,11.29301833,11.31783027,11.26269093
PTBP1,14.74574722,15.09672794,14.68264746,14.77287499,14.67468478,14.73493334,15.13390585,15.05923443,15.15654317,14.6561451,14.63158864,14.73244681
DPF1,9.044314467,9.614637084,9.084860907,9.041652038,8.681506132,8.854682733,9.129192789,8.998975618,9.241721851,8.718126798,8.674016966,8.806171497
SYT7,12.16454578,10.87484573,11.89718238,12.99549285,13.09303214,13.09600614,12.26210793,12.21571201,12.26883488,12.78427125,12.85609725,13.01613841
LARS2,11.36884559,11.71722149,11.17829043,11.21688695,11.03221004,11.09095176,11.66730663,11.78385811,11.67098008,11.16779984,11.3575151,11.41215972
PIK3C2A,11.36072177,11.40482272,11.02959264,11.68288377,11.71994743,11.66417716,11.59316786,11.68649664,11.7338098,11.76868617,11.4725904,11.50147635
PLAUR,13.58576146,13.62977611,13.65686645,13.8379376,13.77656194,13.86923704,15.81300192,15.85705956,15.77765366,14.1587302,14.3106888,14.4402961
WIZ,12.4891202,12.39378931,12.45992872,12.36653938,12.44712548,12.41210454,12.16930176,12.13012262,12.27550137,12.4046296,12.33920578,12.52157724
RABGAP1,12.06087021,11.94441996,11.77850689,11.66929552,11.68656779,11.61889771,11.70858409,11.81893343,11.70939926,11.69456741,11.75558041,11.67641991
DCN,13.27286263,10.95915298,12.71876826,14.68013172,15.12110697,15.1216047,13.44020594,13.591311,13.46599883,14.53716422,14.74471496,14.63400038
QPCTL,11.52512373,11.33738041,11.77884949,11.60783266,11.85987359,11.7387806,11.87631006,11.83018069,11.70841419,11.24148575,11.42522787,11.41215972
PPP5C,12.45471039,12.65808527,12.45693452,12.54770703,12.43052402,12.59707493,12.68604025,12.60181612,12.68502239,12.21789593,12.38457467,12.49258583
CEP68,10.05637582,10.10312522,10.03135494,10.03957742,10.21673325,10.2813098,10.14764999,10.20694609,10.07525041,9.960024004,10.01331931,9.915154763
MAP4K3,10.39456578,10.46258052,10.11299595,10.41985753,10.51540026,10.43554557,10.72427679,10.90187613,10.88969984,10.80949794,10.71897268,10.63269484
TMEM159,11.22801698,11.22198382,11.18554445,11.49482235,11.48471521,11.50229182,12.00373148,12.07609016,11.96542905,11.3046535,11.62924053,11.35096387
GABRA3,9.611997825,9.013112864,9.478590575,9.15591981,9.257938616,9.214535718,8.824023628,8.814088485,8.891520841,9.494998961,9.483739395,9.449259458
BRCA1,11.05378433,11.80970129,10.88239843,11.07293894,10.93871949,10.84202755,11.38223548,11.47447542,11.43351709,11.06254276,10.77936753,10.85790452
ERCC1,12.48211638,12.50226729,12.67379174,12.7277037,12.63874439,12.80352165,12.89194832,12.78137681,12.88091073,12.11658767,12.29433583,12.38536892
CD22,7.334342625,8.405185854,7.465760868,7.245193686,7.061250886,6.692661171,6.661562883,6.696131633,6.791771475,6.80993817,6.889169024,6.658185027
SEMA3B,11.33865956,9.86995954,11.0965414,10.29168162,10.65030832,10.58487627,9.198215583,9.241668078,9.008380243,10.46279424,10.81964016,10.5914875
MBTPS2,11.07814379,11.01471918,10.79633945,11.51522101,11.56555044,11.47325286,11.28962372,11.35066446,11.29010403,11.44899277,11.36738514,11.35201412
LTF,11.50268815,11.98520034,11.26301993,9.025917728,9.092355027,9.057078625,8.416800445,8.299823118,8.312423723,10.40414388,11.81551644,10.51945576
EXTL3,12.31874684,12.05534805,12.15116524,12.61959812,12.68543103,12.64170121,12.93997895,13.08721091,12.88745332,12.83061077,13.05444056,13.05131553
NR1H4,6.012682353,5.815922161,6.061652599,6.290421541,6.425497074,6.468990172,5.148717883,5.133696533,4.958960868,4.636978873,4.881991607,4.811733156
CALCOCO1,11.23803038,11.2336233,11.30739343,10.59832301,10.77664676,10.71513094,10.79027116,10.80533822,10.81386612,10.97738364,11.03015476,11.04097703
MAP4K5,11.51920535,11.57111455,11.19327634,11.97360173,12.09190659,11.96635524,11.62342138,11.69373387,11.73090225,11.8814898,11.71345653,11.66716756
EHD3,11.72069184,11.22338552,11.53456665,10.9935784,11.05854436,11.0441631,11.37563681,11.45305974,11.2722155,11.75546451,11.87767248,11.91504392
PSMC4,13.48985926,13.52408408,13.62758834,13.5222753,13.27598165,13.44053152,13.55616585,13.48233009,13.60652862,12.96474269,13.07035281,13.08423409
MAN2B2,13.34193283,12.89595311,13.22874482,12.56302799,12.67243575,12.64063553,12.286056,12.30903512,12.23844847,12.51123419,12.58577773,12.62446083
SLC7A14,4.902086206,4.856921634,4.875127734,5.37152372,5.756505394,5.623947538,4.376859979,4.376859979,4.376859979,4.895013298,5.026807914,5.237102171
CLDN11,5.630679734,5.64195466,5.359264791,6.067776511,6.313258141,6.146694304,5.047261317,5.55433843,5.518920471,6.201900947,5.88570077,5.881618067
SLC25A39,13.28927284,13.47658435,13.42109672,13.48282989,13.40856112,13.55242256,13.67613549,13.60796807,13.56168954,12.76067189,12.96053892,12.97923273
NUB1,12.55067004,12.51815279,12.47586411,12.43267145,12.42705437,12.42794282,12.66522471,12.71053274,12.64130289,12.58512478,12.62783204,12.58324475
PGM3,11.762529,11.8186932,11.59145507,12.09074043,12.21113872,12.09369086,12.54503929,12.64242367,12.57691725,11.94209138,11.88030084,11.76463659
RWDD2A,9.536423988,9.637261863,9.485329344,9.288386585,9.552652649,9.382209423,10.16497883,10.15482496,9.945770527,9.235867085,9.468086746,9.196510892
CLK1,10.66006203,10.65146656,10.57430503,9.940786051,9.899109564,9.898089676,10.16880156,10.29581642,10.29464581,10.34375879,10.16334235,10.20405727
POLR3B,9.894111484,10.16766615,9.65030899,9.868603032,9.522205353,9.499811625,10.09437755,9.962318377,10.22607676,10.06594899,9.962113671,9.993996841
ANGEL1,9.821945117,9.857971917,9.599976955,9.781423092,9.899109564,9.79452397,10.20462076,10.16589104,10.07525041,9.512509241,9.526347085,9.628220377
RNF14,11.20381089,11.2824056,11.14784331,11.22103246,11.12546794,11.10106021,10.50597557,10.35072319,10.55575149,10.78201343,10.66053283,10.764755
DDX11,10.70808285,11.29845431,10.83177795,10.62984893,10.57590968,10.66149222,11.24506674,11.18834547,11.29536201,10.78312292,10.59483103,10.83179098
HEBP1,11.21737132,11.29934069,11.29307325,12.02152527,11.91720772,11.97610453,11.72554854,11.94630014,11.64804429,11.37734275,11.76556658,11.4929323
GPRC5A,9.864240518,9.660917653,9.743178915,10.66881723,10.68135757,10.56253866,10.86873194,10.99786992,10.91895107,10.58679573,10.64051454,10.67275741
MAMLD1,11.03028748,10.5463645,10.748858,10.61732113,11.01802189,10.78335859,10.45523589,10.517415,10.52026046,11.24269595,11.12740126,11.30343643
CD6,6.437773618,6.607184731,7.200452806,5.518278504,5.450813696,5.27196984,9.260497739,8.939950059,9.247164816,6.987176824,6.588702953,6.843323265
TACC3,12.6577347,13.13514461,12.80589858,12.50613174,12.14854667,12.38976155,13.09387534,13.02173919,13.06571299,12.48369274,12.57263425,12.6305321
UFL1,11.2463221,11.14961136,10.99933298,11.55572001,11.75257214,11.60639731,11.18689138,11.29856154,11.20326035,11.50620917,11.3790478,11.27879618
POLA2,11.46907532,12.11873185,11.48964556,11.51296868,11.18942373,11.43442212,11.93751232,11.94380283,11.96831224,11.36220445,11.46997532,11.57752503
ZC3H3,11.09843913,11.248845,11.14412482,11.02078424,11.02220939,11.06972817,11.37563681,11.33876488,11.29667351,10.8692264,10.96478532,10.97706133
ACPP,5.562849326,4.654873811,5.018032949,7.320550522,7.224661744,7.335979823,7.256629303,7.45610805,7.300741568,7.535333803,7.697543503,7.672183497
SLC30A9,12.79273763,12.78452961,12.61801589,12.27281144,12.26265844,12.18606848,12.42594924,12.49304537,12.44119985,12.35588228,12.36828405,12.309552
MTMR11,9.172998102,8.694572504,9.039763714,9.324832821,9.691722601,9.536971049,9.186939261,9.135486287,9.064973513,9.661202468,9.639350771,9.722242395
CCDC88C,6.501708478,6.796913545,6.508462926,5.758182699,5.756505394,5.665061415,6.811383651,6.653041004,6.937814682,6.096529755,6.251714133,6.22442827
DPEP1,5.52709058,4.930347725,5.818384707,4.714251016,4.974482775,4.860756096,4.766225435,4.376859979,4.714449674,5.14902447,5.331547107,5.182988729
BID,12.06055679,12.11118035,12.18102287,12.16971164,12.06699246,12.17801089,12.87742603,12.8513808,12.84393786,12.36257683,12.63017621,12.65392634
MATR3,14.02630805,14.18367651,13.79309243,13.79675683,13.64236866,13.66230791,13.59218447,13.59824648,13.63661502,13.8389544,13.71706527,13.70171
NUDCD3,12.94838456,12.76877713,12.93154621,13.27874131,13.23850417,13.27732951,13.59254015,13.6515783,13.4710896,13.18195408,13.38592722,13.31581486
GLT8D1,12.41137135,12.07514902,12.35882971,12.12948051,12.33412045,12.22284937,12.1340613,12.2585421,12.08523906,12.44829114,12.71212546,12.45642334
ATP2C1,13.01863951,13.01092823,12.8317207,13.22574798,13.15325963,13.124872,13.2015579,13.24477134,13.28110304,13.09819393,13.00892929,13.03734744
SLC38A5,6.317588827,5.904084854,6.628322311,5.64529783,5.718076424,5.581084044,5.57697855,5.192823915,5.194676484,6.351197852,6.216121909,6.22442827
RALBP1,12.92378283,12.99733774,12.86807871,12.94480418,12.94320318,12.96101055,12.86687872,12.87497945,12.84191815,12.68524171,12.69281818,12.75126674
RUFY3,10.93364435,10.63259833,10.91018884,10.29430757,10.45348139,10.26756494,10.19340528,10.23873578,10.23157416,10.80404278,10.64361242,10.56092644
WWTR1,12.36567549,11.96969453,12.03234456,12.85140656,12.97551974,12.87549579,12.48461633,12.54103992,12.55872289,12.97739778,12.85175143,12.90532673
ATP1A2,6.143942614,6.062280453,6.021062872,6.479325056,7.074531504,6.448498043,5.827552206,6.025744971,5.893151881,5.945765644,5.759386013,5.881618067
TTC27,10.48143729,10.85569008,10.33989532,10.31901841,10.16615196,10.17193145,10.44738991,10.52507358,10.46533042,10.28700546,10.25836663,10.18767503
ZNF582,8.389701066,8.313022339,8.357895234,8.386987366,8.385400455,8.48727484,7.892787817,7.973908413,7.92599175,8.271539586,8.285684997,8.277315841
VSIG2,5.368517323,5.285273488,5.018032949,5.194205572,4.974482775,4.968144176,6.3279125,6.161865278,6.313853178,5.366163675,5.58490126,5.463879564
PHLDB1,11.69870517,11.67788984,11.6559165,11.9504865,12.04904675,12.05020973,12.35224666,12.24874826,12.38188883,12.3048508,12.24267332,12.37352348
MARCO,5.754146649,6.732987715,5.76788313,5.316619131,5.144816917,5.058059178,5.23734106,4.688784496,5.125044389,4.744228785,4.789995119,4.376859979
PRDM11,9.214208716,9.413037763,9.084860907,8.957886595,8.702583832,8.839871866,8.017539237,7.928111805,7.939584993,8.545330689,8.547068125,8.608916617
SYT13,5.52709058,5.496597154,5.359264791,4.376859979,4.376859979,4.376859979,4.376859979,4.376859979,4.376859979,4.636978873,4.376859979,4.684941522
SNAI2,12.96556039,13.08681077,12.91356203,13.16195612,13.21455364,13.07761799,12.58741385,12.60813832,12.67244924,13.43360252,13.40316344,13.46159318
CD74,8.183118151,7.690899563,7.712153982,6.894431305,7.212754542,6.884050866,6.031289444,6.049537221,5.954664728,8.616965157,9.471579843,8.806171497
HGF,8.652581625,6.341954385,7.676937113,9.98697496,10.52959101,10.61557885,6.138384053,5.898895166,5.954664728,9.692260227,9.965832156,9.702604895
ZRANB1,11.10757072,11.20647446,11.02901667,11.41866168,11.50340696,11.3799023,11.5029518,11.66326397,11.53479655,11.37697541,11.36222354,11.23107289
NCDN,12.25799097,12.40123925,12.2221646,12.02587584,11.78348895,11.85498478,12.14525762,12.12949487,12.27283847,11.81470865,11.86876627,12.07305796
GPR124,10.50466769,8.647892997,9.844901628,11.504491,12.13778113,11.95910666,10.33281308,10.40257664,10.07677843,12.25754573,12.56366868,12.44441109
ZFP64,10.51018774,10.52378593,10.45929473,10.29430757,10.15246035,10.30841259,10.07413652,9.942433002,10.18132626,10.10995111,10.16334235,10.34262265
MNAT1,11.05693042,11.23223151,11.00050863,10.5208458,10.60858421,10.68339471,11.00002739,10.87065981,10.9206534,10.60573288,10.60281146,10.57628792
SAMD4A,11.35255195,11.33608526,11.24577369,12.18216795,12.49159185,12.38244884,12.07622937,11.99156464,12.14397809,11.94358047,11.83597006,11.86846583
MRE11A,10.62995587,11.06353593,10.4669706,10.59300103,10.43475222,10.3918691,10.95757645,11.11222481,10.94595009,10.47314382,10.22359171,10.35943506
PLEKHB1,6.353102197,5.557359902,5.979020145,4.714251016,5.281396314,5.331673581,5.389252859,5.192823915,5.047525603,5.00979379,5.026807914,4.989579153
SERPINB1,11.5454249,11.24148484,11.49131901,10.88542101,10.92088733,10.99996725,10.56082008,10.61752431,10.53922376,10.83646849,10.97342814,10.92648955
OSBPL5,10.38458224,9.696362137,10.3136467,10.79746781,10.95019328,10.90018541,9.935152127,10.10330932,9.773658023,10.67012069,11.01229174,10.93492546
CPS1,9.717612902,9.973584742,9.603077953,10.59726018,10.65030832,10.49690993,10.38468048,10.46959737,10.36010159,10.47314382,10.51249955,10.32239992
C8B,4.982242512,5.10577626,4.875127734,5.047136128,4.865967513,4.719824224,5.913463241,6.001461538,5.924323059,5.300164938,5.331547107,5.335232587
FHL1,11.56985563,11.88336921,11.41798803,11.81627481,11.95493275,11.84899949,11.50748598,11.64668782,11.39729816,11.83437409,12.05854668,11.82941083
RTFDC1,12.95227544,13.03187701,13.04185061,12.95313468,12.82714391,12.90863111,12.4540159,12.45321509,12.46996533,12.34315161,12.53955374,12.44736213
RNF10,13.16357994,13.19065579,13.16123465,13.33624021,13.32171193,13.31455739,13.49526665,13.50706809,13.47717492,13.03207797,13.16230787,13.18417426
ZDHHC6,11.77900614,12.00896393,11.75187925,12.15966857,11.95361794,12.04175771,12.25673171,12.27197208,12.28081247,11.85825588,11.90857916,11.81272525
GRAMD1B,10.17929057,10.03342891,9.953338847,9.777673601,10.19612011,10.04069525,9.010515397,8.772786095,8.560484574,9.143749492,9.119605601,9.11461327
RNH1,14.82441459,14.69649107,14.95238115,15.08581761,14.94120117,15.06944879,14.73601976,14.60675282,14.67454005,14.79390899,14.96537807,14.98114879
NDUFS1,12.3413703,12.4650331,12.19546649,12.95292701,12.87585108,12.84828996,12.72970485,12.8496667,12.79257681,12.76137566,12.80011648,12.7243506
ERP44,11.87410217,11.78016373,11.79214785,11.81032591,11.89180338,11.74176547,12.27944354,12.31429241,12.23878963,12.10665258,12.22830331,12.12066684
ALAS1,12.04511514,12.31775049,11.93086889,11.95837076,11.86314525,11.90288277,12.73905271,12.87834609,12.64516881,11.90205959,12.04631101,12.06955084
BIRC3,13.46674691,13.50384959,13.38374535,12.41317837,12.72372895,12.59680022,13.46528247,13.59643056,13.32031674,12.90510629,12.91207525,12.53273479
AKAP11,11.47661281,11.18649101,11.15841508,11.77973945,11.8565945,11.71720631,11.30620092,11.38473352,11.35323019,11.9742588,11.76058213,11.72910562
SNAPC1,10.82711245,11.97940518,10.71559669,10.94761903,10.97632801,10.98072394,11.66460257,11.66586393,11.59519854,10.73691886,10.71603268,10.68281027
